seconds,real_position_27259541,relative_position_27259541
0.0,24.99997,0.00000
0.013615499992738478,24.99997,0.00000
0.024474199992255308,0,24.99997
0.03522789999260567,0,24.99997
0.046929599993745796,24.99997,0.00000
0.062172599995392375,24.99997,0.00000
0.07219120000081602,24.99997,0.00000
0.09215149999363348,24.99997,0.00000
0.11214830000244547,24.99997,0.00000
0.12210439999762457,24.99997,0.00000
0.13214259999222122,24.99997,0.00000
0.15210130000195932,24.99997,0.00000
0.17213819999597035,24.99997,0.00000
0.1821507999993628,24.99997,0.00000
0.2021204999909969,24.99997,0.00000
0.21213580000039656,24.99997,0.00000
0.2221409999910975,24.99997,0.00000
0.24210350000066683,24.99997,0.00000
0.252109199995175,24.99997,0.00000
0.2721253999916371,24.99997,0.00000
0.29211489998851903,24.99997,0.00000
0.3021203999960562,24.8918,0.10817
0.31418409998877905,24.8918,0.10817
0.3265400999953272,24.8918,0.10817
0.3365741000015987,24.8918,0.10817
0.3565729999972973,24.8918,0.10817
0.3765745999990031,24.8918,0.10817
0.3865569999907166,24.8918,0.10817
0.39778059998934623,24.8918,0.10817
0.4129374999902211,24.8918,0.10817
0.4229225999879418,24.8918,0.10817
0.442916799991508,24.8918,0.10817
0.46293309998873156,24.8918,0.10817
0.47293569998873863,24.8918,0.10817
0.4929488999914611,24.8918,0.10817
0.5029077999934088,24.8918,0.10817
0.512914599996293,24.8918,0.10817
0.5329037999908905,24.8918,0.10817
0.542902100001811,24.8918,0.10817
0.552937499989639,24.8918,0.10817
0.5729379999975208,24.64717,0.35280
0.5829539999976987,24.64717,0.35280
0.602914699993562,24.64717,0.35280
0.6229531999997562,24.64717,0.35280
0.632921799988253,24.64717,0.35280
0.6429321999894455,24.64717,0.35280
0.6529233999899589,24.64717,0.35280
0.6629011999903014,24.64717,0.35280
0.6729232999932719,24.64717,0.35280
0.6829275999916717,24.64717,0.35280
0.7029268999904161,24.64717,0.35280
0.7129010999924503,24.64717,0.35280
0.732925799995428,24.64717,0.35280
0.7429061000002548,24.64717,0.35280
0.7529204999882495,24.64717,0.35280
0.7629011999961222,24.64717,0.35280
0.7729058999975678,24.64717,0.35280
0.7929547999956412,24.64717,0.35280
0.8129093999887118,24.38738,0.61259
0.8329037999938009,24.38738,0.61259
0.8429296999966027,24.38738,0.61259
0.8607807999942452,24.38738,0.61259
0.8708100999938324,24.38738,0.61259
0.8908167999907164,24.38738,0.61259
0.9009112999920035,24.38738,0.61259
0.9139616999891587,24.38738,0.61259
0.9239737999887438,24.38738,0.61259
0.9440057999890996,24.38738,0.61259
0.9539655999979004,24.38738,0.61259
0.9739914999954635,24.38738,0.61259
0.9839517999935197,24.38738,0.61259
0.9939673999906518,24.38738,0.61259
1.0139794999995502,24.38738,0.61259
1.023964399995748,24.38738,0.61259
1.0439454000006663,24.38738,0.61259
1.0539638999907766,24.38738,0.61259
1.0739641999971354,24.12672,0.87325
1.0939655999973183,24.12672,0.87325
1.1039807999914046,24.12672,0.87325
1.1240032999921823,24.12672,0.87325
1.1439960999996401,24.12672,0.87325
1.164006499995594,24.12672,0.87325
