seconds,real_position_27259541,relative_position_27259541
0.0,24.99997,0.00000
0.01297060000069905,24.99997,0.00000
0.024046099992119707,24.99997,0.00000
0.04045919999771286,0,24.99997
0.05931589999818243,0,24.99997
0.0712026999972295,0,24.99997
0.09249329999147449,0,24.99997
0.11123090000182856,0,24.99997
0.131206399993971,0,24.99997
0.1413170000014361,0,24.99997
0.16119769999932032,0,24.99997
0.18120659999840427,0,24.99997
0.19127120000484865,0,24.99997
0.2012202000041725,24.96475,0.03522
0.22117819999402855,24.96475,0.03522
0.23122580000199378,24.96475,0.03522
0.24131919999490492,24.96475,0.03522
0.2612860999943223,24.96475,0.03522
0.2812285999971209,24.96475,0.03522
0.2912702000030549,24.96475,0.03522
0.3011951999942539,24.96475,0.03522
0.32101879999390803,24.96475,0.03522
0.33922749999328516,24.96475,0.03522
0.34919530000479426,24.96475,0.03522
0.36014499999873806,24.96475,0.03522
0.3792193999979645,24.96475,0.03522
0.3991963000007672,24.96475,0.03522
0.40924229999654926,24.96475,0.03522
0.419178500000271,24.96475,0.03522
0.43917810000129975,24.96475,0.03522
0.4492952000000514,24.755,0.24497
0.4592138000007253,24.755,0.24497
0.47919440000259783,24.755,0.24497
0.49925490000168793,24.755,0.24497
0.5091582000022754,24.755,0.24497
0.5292195999936666,24.755,0.24497
0.5492201000015484,24.755,0.24497
0.55921199999284,24.755,0.24497
0.5691972999920836,24.755,0.24497
0.5892000000021653,24.755,0.24497
0.6093182000040542,24.755,0.24497
0.6192023000039626,24.755,0.24497
0.6391811999928905,24.755,0.24497
0.6492233000026317,24.755,0.24497
0.6692022999923211,24.755,0.24497
0.679180199993425,24.755,0.24497
0.6992243999993661,24.755,0.24497
0.719175099991844,24.49538,0.50459
0.7391879999922821,24.49538,0.50459
0.7491998000041349,24.49538,0.50459
0.7692134999961127,24.49538,0.50459
0.7792137999931583,24.49538,0.50459
0.7891831000015372,24.49538,0.50459
0.7992110999912256,24.49538,0.50459
0.8192492999951355,24.49538,0.50459
0.8296376999933273,24.49538,0.50459
0.8423905999952694,24.49538,0.50459
0.8547968999919249,24.49538,0.50459
0.864766700004111,24.49538,0.50459
0.8747681999957422,24.49538,0.50459
0.8848118000023533,24.49538,0.50459
0.9047838999977103,24.49538,0.50459
0.9148295999912079,24.49538,0.50459
0.934766899998067,24.49538,0.50459
0.9547851999959676,24.49538,0.50459
0.9747820999909891,24.24,0.75997
0.9847719999961555,24.24,0.75997
1.0048013999912655,24.24,0.75997
1.02485999999044,24.24,0.75997
1.0347771999950055,24.24,0.75997
