seconds,real_position_27259541,relative_position_27259541
0.0,24.99997,0.00000
0.01469980001274962,24.99997,0.00000
0.0315897000109544,24.99997,0.00000
0.04963220001081936,0,24.99997
0.06340320000890642,0,24.99997
0.07810590000008233,0,24.99997
0.0980932000093162,0,24.99997
0.11326010001357645,0,24.99997
0.12439580001228023,0,24.99997
0.14445220000925474,0,24.99997
0.16445500000554603,0,24.99997
0.17444340001384262,0,24.99997
0.19441930000903085,24.9756,0.02437
0.20443620000150986,24.9756,0.02437
0.21446150001429487,24.9756,0.02437
0.22443500001099892,24.9756,0.02437
0.23441380000440404,24.9756,0.02437
0.25445800001034513,24.9756,0.02437
0.27440440001373645,24.9756,0.02437
0.2844317000126466,24.9756,0.02437
0.304383400012739,24.9756,0.02437
0.31440530001418665,24.9756,0.02437
0.32444420001411345,24.9756,0.02437
0.34445340000092983,24.9756,0.02437
0.3544366000132868,24.9756,0.02437
0.3644156000082148,24.9756,0.02437
0.384421900002053,24.9756,0.02437
0.3973619000025792,24.9756,0.02437
0.41156750000664033,24.9756,0.02437
0.42151790000207257,24.9756,0.02437
0.4318671000073664,24.9756,0.02437
0.4515349000139395,24.78504,0.21493
0.471518800011836,24.78504,0.21493
0.48151830000279006,24.78504,0.21493
0.5016075000021374,24.78504,0.21493
0.5143192000105046,24.78504,0.21493
0.5259551000053762,24.78504,0.21493
0.545913300011307,24.78504,0.21493
0.5560518000129377,24.78504,0.21493
0.5658982000022661,24.78504,0.21493
0.5858945000072708,24.78504,0.21493
0.6059292000136338,24.78504,0.21493
0.6159105000115233,24.78504,0.21493
0.6258791000000201,24.78504,0.21493
0.6459147000132361,24.78504,0.21493
0.655893000002834,24.78504,0.21493
0.665913000004366,24.78504,0.21493
0.6859352000028593,24.78504,0.21493
0.7058854000060819,24.52102,0.47895
0.7258774000074482,24.52102,0.47895
0.7359239000070374,24.52102,0.47895
0.7459186000050977,24.52102,0.47895
0.7559086000110256,24.52102,0.47895
0.7758757000119658,24.52102,0.47895
0.7858891000068979,24.52102,0.47895
0.7959041000140132,24.52102,0.47895
0.8158927000040421,24.52102,0.47895
0.8259374000044772,24.52102,0.47895
0.8459634000028018,24.52102,0.47895
0.8659013000142295,24.52102,0.47895
0.8759024000028148,24.52102,0.47895
0.88594490000105,24.52102,0.47895
0.8979574000113644,24.52102,0.47895
0.9146102000086103,24.52102,0.47895
0.924449000012828,24.52102,0.47895
0.9348884000064572,24.52102,0.47895
0.9545520000101533,24.52102,0.47895
0.9644526000047335,24.26254,0.73743
0.9845010000135517,24.26254,0.73743
1.0044893000012962,24.26254,0.73743
1.0244725000084145,24.26254,0.73743
1.0345235000131652,24.26254,0.73743
1.0489244000054896,24.26254,0.73743
