seconds,real_position_27259541,relative_position_27259541
0.0,24.99997,0.00000
0.03694269999687094,24.99997,0.00000
0.054579899995587766,0,24.99997
0.06656029999430757,0,24.99997
0.07653359998948872,0,24.99997
0.08683489999384619,0,24.99997
0.09657129998959135,0,24.99997
0.10658239999611396,0,24.99997
0.12652789999265224,0,24.99997
0.13656999998784158,0,24.99997
0.15658489998895675,0,24.99997
0.17652069999894593,0,24.99997
0.18660329999693204,0,24.99997
0.19654379998974036,24.97433,0.02564
0.20656229999440257,24.97433,0.02564
0.22656260000076145,24.97433,0.02564
0.24656010000035167,24.97433,0.02564
0.2665320999949472,24.97433,0.02564
0.27660489999107085,24.97433,0.02564
0.2965465999877779,24.97433,0.02564
0.3165372999937972,24.97433,0.02564
0.32654559999355115,24.97433,0.02564
0.34652139998797793,24.97433,0.02564
0.3565418999933172,24.97433,0.02564
0.3765430999919772,24.97433,0.02564
0.3965936999884434,24.97433,0.02564
0.40654349999385886,24.97433,0.02564
0.4265731999912532,24.97433,0.02564
0.437069599996903,24.97433,0.02564
0.4495656999933999,24.783,0.21697
0.45955999998841435,24.783,0.21697
0.479592199990293,24.783,0.21697
0.499579299998004,24.783,0.21697
0.5095804000011412,24.783,0.21697
0.520490199996857,24.783,0.21697
0.534799999993993,24.783,0.21697
0.5555385999905411,24.783,0.21697
0.5749052999890409,24.783,0.21697
0.5848848999885377,24.783,0.21697
0.604846299989731,24.783,0.21697
0.6247812999936286,24.783,0.21697
0.644809899997199,24.783,0.21697
0.6547900000005029,24.783,0.21697
0.6647733999998309,24.783,0.21697
0.6748611999937566,24.783,0.21697
0.6847969999944326,24.783,0.21697
0.6948054999957094,24.783,0.21697
0.7148025999922538,24.783,0.21697
0.7248037999961525,24.51767,0.48230
0.7448041999887209,24.51767,0.48230
0.7548544999881415,24.51767,0.48230
0.7748169999977108,24.51767,0.48230
0.7947856999962823,24.51767,0.48230
0.8048788999876706,24.51767,0.48230
0.8148377999896184,24.51767,0.48230
0.8348048999905586,24.51767,0.48230
0.8448040999937803,24.51767,0.48230
0.8548565999954008,24.51767,0.48230
0.8748330999951577,24.51767,0.48230
0.8948069999896688,24.51767,0.48230
0.9148179999901913,24.51767,0.48230
0.9248170999926515,24.51767,0.48230
0.9448077999986708,24.51767,0.48230
0.9648186999984318,24.51767,0.48230
0.9822596000012709,24.258,0.74197
0.9922750999976415,24.258,0.74197
1.0022685000003548,24.258,0.74197
1.0210249999945518,24.258,0.74197
1.0373132999957306,24.258,0.74197
1.047220299995388,24.258,0.74197
1.0573789999907603,24.258,0.74197
1.0771996999974363,24.258,0.74197
1.0874707999901148,24.258,0.74197
1.0971967999939807,24.258,0.74197
1.1171915999875637,24.258,0.74197
1.1373811999947065,24.258,0.74197
1.1471993000013754,24.258,0.74197
1.1572314999939408,24.258,0.74197
1.17719550000038,24.258,0.74197
1.197271599987289,24.258,0.74197
1.2072246999887284,24.258,0.74197
1.2271947999979602,24.258,0.74197
1.2371940000011818,24.00567,0.99430
1.2472096999990754,24.00567,0.99430
1.2571954999875743,24.00567,0.99430
1.2772223999927519,24.00567,0.99430
1.297239499996067,24.00567,0.99430
1.3072494999942137,24.00567,0.99430
1.3171988999965834,24.00567,0.99430
1.3372352000005776,24.00567,0.99430
1.3472207999875536,24.00567,0.99430
1.3671784999896772,24.00567,0.99430
1.3771974999981467,24.00567,0.99430
1.3871986999874935,24.00567,0.99430
1.4071980000007898,24.00567,0.99430
1.4272028999985196,24.00567,0.99430
1.447213899999042,24.00567,0.99430
1.4572202999988804,24.00567,0.99430
1.4772056999936467,23.7561,1.24387
1.488473499994143,23.7561,1.24387
1.50021420000121,23.7561,1.24387
1.5202167999959784,23.7561,1.24387
1.530487699987134,23.7561,1.24387
1.5406271999963792,23.7561,1.24387
1.550495299990871,23.7561,1.24387
1.5704773999896133,23.7561,1.24387
1.5904832999949576,23.7561,1.24387
1.6005050999956438,23.7561,1.24387
1.6104790999961551,23.7561,1.24387
1.6305266999988817,23.7561,1.24387
1.6405393999884836,23.7561,1.24387
1.6504734999907669,23.7561,1.24387
1.6705234999972163,23.7561,1.24387
1.6804943999886746,23.7561,1.24387
1.6904837999900337,23.7561,1.24387
1.7104921999998624,23.7561,1.24387
1.730484699990484,23.7561,1.24387
1.7404853999905754,23.7561,1.24387
1.7505228999943938,23.4933,1.50667
1.760491599998204,23.4933,1.50667
1.780537499987986,23.4933,1.50667
1.8004928999871481,23.4933,1.50667
1.8205807999911485,23.4933,1.50667
1.8304914999898756,23.4933,1.50667
1.8405215999955544,23.4933,1.50667
1.8604831999982707,23.4933,1.50667
1.8805212000006577,23.4933,1.50667
1.900506799996947,23.4933,1.50667
1.9104904999985592,23.4933,1.50667
1.9305510999984108,23.4933,1.50667
1.950511999995797,23.4933,1.50667
1.960488799988525,23.4933,1.50667
1.980504099992686,23.4933,1.50667
2.000476899993373,23.24338,1.75659
2.01048539999465,23.24338,1.75659
2.0230649000004632,23.24338,1.75659
2.037582899996778,23.24338,1.75659
2.0476441999926465,23.24338,1.75659
2.059024699992733,23.24338,1.75659
2.0676134999957867,23.24338,1.75659
2.0876357999950415,23.24338,1.75659
2.097626999995555,23.24338,1.75659
2.1175984000001336,23.24338,1.75659
2.137613599988981,23.24338,1.75659
2.14761109999381,23.24338,1.75659
2.167665399989346,23.24338,1.75659
2.187607499989099,23.24338,1.75659
2.1976531999971485,23.24338,1.75659
2.2175921999878483,23.24338,1.75659
2.2276419999980135,23.24338,1.75659
2.24762660000124,23.24338,1.75659
2.2676350999972783,22.9865,2.01347
2.277669299990521,22.9865,2.01347
2.2976373999990756,22.9865,2.01347
2.317603199990117,22.9865,2.01347
2.3276230999908876,22.9865,2.01347
2.34766299999319,22.9865,2.01347
2.3676144999917597,22.9865,2.01347
2.3776164000009885,22.9865,2.01347
2.3975842999934684,22.9865,2.01347
2.417611799988663,22.9865,2.01347
2.4276233999989927,22.9865,2.01347
2.4476125999935903,22.9865,2.01347
2.4676608000008855,22.9865,2.01347
